domain,gene_dropped,n_seeds,Rel_mean,Rel_sd,Rel_ci_lo,Rel_ci_hi,Rel_delta_vs_full_mean,Rel_delta_vs_full_sd,Rel_delta_vs_full_ci_lo,Rel_delta_vs_full_ci_hi,A_triad_mean_mean,A_triad_mean_sd,A_triad_mean_ci_lo,A_triad_mean_ci_hi,TS_mean_mean,TS_mean_sd,TS_mean_ci_lo,TS_mean_ci_hi,SR_mean,SR_sd,SR_ci_lo,SR_ci_hi,baseline_balanced_accuracy_mean_mean,baseline_balanced_accuracy_mean_sd,baseline_balanced_accuracy_mean_ci_lo,baseline_balanced_accuracy_mean_ci_hi,frac_seeds_delta_negative
Healthcare,A,50,0.8608075416859006,0.010412342956334931,0.8579507756384461,0.8636366096601914,0.024425329092254287,0.010349510329583155,0.021580177188299816,0.02731448839815667,0.694787079914568,0.022657501832570055,0.6885888721287322,0.7009818014720173,0.9179625401172814,0.0016711494240596175,0.9175002313327475,0.9184162290763338,0.861315,0.01974862067860648,0.85597325,0.8668056666666666,0.5491762272017933,0.05053562660859101,0.5352760598958525,0.5629836264303172,0.0
Healthcare,D,50,0.8632544738207971,0.011736827786143841,0.8600142961967147,0.8664265884613054,0.026872261227150824,0.011736880789967596,0.023690880874644243,0.030139082029927926,0.7008642183868335,0.02801837176087664,0.6930801684503035,0.7084995811506765,0.9154082161786298,0.001972938170330136,0.9148761947035915,0.9159586052688174,0.8661783333333333,0.01993561781610368,0.8607149583333333,0.8716150416666667,0.5605302158910687,0.047139795211347826,0.5473055861202566,0.573314795280475,0.02
Healthcare,E,50,0.8535007933673182,0.012647345343988873,0.8500922726515293,0.8569485697952953,0.017118580773671885,0.009710811916528594,0.014506209530445215,0.019788603934919838,0.6746983721294579,0.02669159436103337,0.6675805891499819,0.6820919324684539,0.9167027340904351,0.0019171738431842122,0.9161621556627275,0.9172256325777244,0.8585799999999999,0.023359284402576494,0.8520149583333333,0.864875125,0.5530310458924739,0.05076067418992523,0.5392680782807618,0.5666351328718368,0.0
Healthcare,S,50,0.8492416919780967,0.0127418946085414,0.8457511364334982,0.8526535603102785,0.012859479384450421,0.011216302796565438,0.009736957795593323,0.015955547767678113,0.6519486932863942,0.025125066086404305,0.644955619988896,0.6587490732640632,0.9168172518021587,0.0019530110773640825,0.9162717740473957,0.9173458238859487,0.8708083333333333,0.02408118384824301,0.8640482500000001,0.8774667083333334,0.5439646493054804,0.056137536715287706,0.5283299019489015,0.5593698337937092,0.12
RLV,A,50,0.8721272472778372,0.011308941066267508,0.8690917148691406,0.8752562306484224,0.026332549004561515,0.010234649142412188,0.02355169572949617,0.02922374265038078,0.7085411987494777,0.024491427642624058,0.7019594034812999,0.7153309175474196,0.9184628811833351,0.0022819107571800806,0.9178370972508242,0.919082633099441,0.8894383333333333,0.020297097535543034,0.8840099583333333,0.8950833333333332,0.5557487854893541,0.05764729081998213,0.5396599138748285,0.5713475099754279,0.0
RLV,D,50,0.8325002664964086,0.01282538659165829,0.8289758689638355,0.8359051230219209,-0.013294431776866934,0.01507407632347074,-0.0174036158546559,-0.009206351594961842,0.5873633080159247,0.028895291461166633,0.579557647614396,0.595213228946804,0.9144085311761146,0.002085522155708225,0.9138257797030177,0.9149796993187014,0.8951416666666667,0.017714151705202266,0.8903849583333333,0.900065125,0.5628060863986726,0.04809811285766361,0.5496262335834176,0.5762745523514194,0.84
RLV,E,50,0.8679562891319663,0.012974428311262684,0.8643261406918902,0.8714925574435597,0.022161590858690662,0.009685623894910962,0.019508162217426146,0.024844992310898623,0.7010149244040512,0.02948625032223863,0.6926120050598102,0.7091077110281953,0.9161011551107755,0.0020621668526187215,0.915529054126075,0.9166694653477524,0.8844033333333331,0.02245738822112417,0.8782249583333332,0.8907033750000001,0.5603593491495961,0.05363144767428609,0.5456413645065065,0.5747244745749672,0.0
RLV,S,50,0.859812406169619,0.012960377888122349,0.8562783297223377,0.8634055637607537,0.014017707896343152,0.009376814768717582,0.011456736828711012,0.016566557032014453,0.6714299356900412,0.026467098123928622,0.6642117455762983,0.6786971607300132,0.9176278287564995,0.0025014903823673278,0.9169198702884056,0.9183059525161725,0.8876166666666666,0.022895645894078415,0.88146,0.8938284166666666,0.5487625879962529,0.04500337116847721,0.5361892243775371,0.5610142051135398,0.08
