domain,n_seeds,tightening,revoke_rate_mean,revoke_rate_sd,revoke_rate_ci_lo,revoke_rate_ci_hi,regeneration_success_rate_mean,regeneration_success_rate_sd,regeneration_success_rate_ci_lo,regeneration_success_rate_ci_hi,random_redraw_success_rate_mean,random_redraw_success_rate_sd,random_redraw_success_rate_ci_lo,random_redraw_success_rate_ci_hi,SR_discard_mean,SR_discard_sd,SR_discard_ci_lo,SR_discard_ci_hi,GC_discard_mean,GC_discard_sd,GC_discard_ci_lo,GC_discard_ci_hi,SR_regenerate_mean,SR_regenerate_sd,SR_regenerate_ci_lo,SR_regenerate_ci_hi,Rel_baseline_mean,Rel_baseline_sd,Rel_baseline_ci_lo,Rel_baseline_ci_hi,Rel_discard_mean,Rel_discard_sd,Rel_discard_ci_lo,Rel_discard_ci_hi,Rel_regenerate_mean,Rel_regenerate_sd,Rel_regenerate_ci_lo,Rel_regenerate_ci_hi,Rel_gap_regen_minus_discard_mean,Rel_gap_regen_minus_discard_sd,Rel_gap_regen_minus_discard_ci_lo,Rel_gap_regen_minus_discard_ci_hi,pooled_n_gen1,pooled_n_revoked,pooled_revoke_rate,pooled_revoke_cp_lo,pooled_revoke_cp_hi,pooled_n_regen_ok,pooled_regen_rate,pooled_regen_cp_lo,pooled_regen_cp_hi,pooled_n_redraw_ok,pooled_redraw_rate,pooled_redraw_cp_lo,pooled_redraw_cp_hi,min_revoked_per_seed
Healthcare,50,0.05,0.2962987002880655,0.03657748685981846,0.2864196581898088,0.3062349475728707,0.8833838209903422,0.043904147029521355,0.8713970671312024,0.8952973072576736,0.05011527906766732,0.024383016820332788,0.04343857477280008,0.05683173058486635,0.7037012997119345,0.03657748685981846,0.6936585026299431,0.7137435249104571,0.7037012997119345,0.03657748685981846,0.6937924002585275,0.7135950367658874,0.965106666611447,0.014318891046830495,0.9611976358117518,0.9690871730377554,0.8998998585342535,0.008148712961632604,0.897656512630318,0.9021277306135177,0.7546822683366677,0.022047089227587073,0.7486305975646711,0.7607796138508929,0.8919298371027851,0.00902961389725623,0.889422127083538,0.8943701264140552,0.13724756876611743,0.018004305333344163,0.13238358771217001,0.14219691554855451,9776,2896,0.29623567921440264,0.28719525123346096,0.30539764535053254,2555,0.8822513812154696,0.8699521035821269,0.8937722018656685,148,0.05110497237569061,0.04336916400342036,0.05976289326042522,44
RLV,50,0.05,0.2951269759604434,0.04296149815858095,0.28348874167928206,0.3068247751230636,0.8796229167833343,0.04372991708272077,0.8677249366053369,0.8917658890471347,0.04753924267232503,0.02739080446447963,0.04019396373282411,0.054905182061062,0.7048730240395567,0.042961498158580955,0.6931695680293564,0.716539352827472,0.7048730240395567,0.042961498158580955,0.6930584039734021,0.7165554342815089,0.9639325077651719,0.015054311835987337,0.9598411276989324,0.9679533992779821,0.8953810707692036,0.007740002929046152,0.8932295327896256,0.8974875443253783,0.7514693887020834,0.02632162508863948,0.7440470489928463,0.7585372572331568,0.8871855358576718,0.00936978411550305,0.8846249088479127,0.8897924473406918,0.13571614715558872,0.0207250605429252,0.13008571861193172,0.14140581104260008,9850,2906,0.2950253807106599,0.28602999070118457,0.3041421100917818,2551,0.8778389538885065,0.8653789775277448,0.8895323575928402,139,0.04783207157604955,0.04035965109474283,0.056230885748575064,42
