k,domain,width_x_halfwidth,shapley_local_vs_cf,lime_local_vs_cf,shapley_vs_lime
41,RLV,1.0,0.6333333333333333,0.8133333333333334,0.62
41,RLV,2.0,0.42,0.5866666666666667,0.31333333333333335
41,RLV,4.0,0.26666666666666666,0.2866666666666667,0.24666666666666667
41,Healthcare,0.25,0.88,0.8933333333333333,0.8933333333333333
41,Healthcare,0.5,0.8866666666666667,0.88,0.84
41,Healthcare,1.0,0.78,0.8466666666666667,0.76
41,Healthcare,2.0,0.3933333333333333,0.6266666666666667,0.38
41,Healthcare,4.0,0.24666666666666667,0.30666666666666664,0.2733333333333333
42,RLV,0.25,0.8,0.88,0.8466666666666667
42,RLV,0.5,0.84,0.8666666666666667,0.8533333333333334
42,RLV,1.0,0.7333333333333333,0.7733333333333333,0.6333333333333333
42,RLV,2.0,0.4,0.6,0.4
42,RLV,4.0,0.26666666666666666,0.3,0.24
42,Healthcare,0.25,0.8733333333333333,0.9,0.9133333333333333
42,Healthcare,0.5,0.8733333333333333,0.8666666666666667,0.8266666666666667
42,Healthcare,1.0,0.7533333333333333,0.8266666666666667,0.7333333333333333
42,Healthcare,2.0,0.32,0.5866666666666667,0.2733333333333333
42,Healthcare,4.0,0.3,0.3466666666666667,0.21333333333333335
43,RLV,0.25,0.7866666666666666,0.88,0.8533333333333334
43,RLV,0.5,0.82,0.84,0.8533333333333334
43,RLV,1.0,0.6933333333333334,0.8066666666666666,0.68
43,RLV,2.0,0.46,0.68,0.44666666666666666
43,RLV,4.0,0.30666666666666664,0.32,0.24666666666666667
43,Healthcare,0.25,0.86,0.9066666666666666,0.8533333333333334
43,Healthcare,0.5,0.8666666666666667,0.8533333333333334,0.88
43,Healthcare,1.0,0.6933333333333334,0.8133333333333334,0.6666666666666666
43,Healthcare,2.0,0.36666666666666664,0.6466666666666666,0.3333333333333333
43,Healthcare,4.0,0.28,0.29333333333333333,0.26666666666666666
44,RLV,0.25,0.8666666666666667,0.8933333333333333,0.9133333333333333
44,RLV,0.5,0.84,0.9066666666666666,0.8866666666666667
44,RLV,1.0,0.7133333333333334,0.8266666666666667,0.64
44,RLV,2.0,0.4066666666666667,0.6066666666666667,0.3466666666666667
44,RLV,4.0,0.26666666666666666,0.28,0.24666666666666667
44,Healthcare,0.25,0.88,0.8933333333333333,0.9133333333333333
44,Healthcare,0.5,0.88,0.9,0.88
44,Healthcare,1.0,0.7533333333333333,0.8333333333333334,0.6733333333333333
44,Healthcare,2.0,0.36,0.6066666666666667,0.3333333333333333
44,Healthcare,4.0,0.31333333333333335,0.32666666666666666,0.2866666666666667
45,RLV,0.25,0.8333333333333334,0.8866666666666667,0.8666666666666667
45,RLV,0.5,0.8066666666666666,0.8666666666666667,0.8533333333333334
45,RLV,1.0,0.7333333333333333,0.7933333333333333,0.7266666666666667
45,RLV,2.0,0.3933333333333333,0.6333333333333333,0.37333333333333335
45,RLV,4.0,0.26,0.24,0.31333333333333335
45,Healthcare,0.25,0.8733333333333333,0.8933333333333333,0.8333333333333334
45,Healthcare,0.5,0.88,0.88,0.84
45,Healthcare,1.0,0.7133333333333334,0.8266666666666667,0.7266666666666667
45,Healthcare,2.0,0.34,0.62,0.34
45,Healthcare,4.0,0.26,0.28,0.29333333333333333
46,RLV,0.25,0.8333333333333334,0.8933333333333333,0.88
46,RLV,0.5,0.84,0.8533333333333334,0.8533333333333334
46,RLV,1.0,0.7133333333333334,0.8066666666666666,0.7066666666666667
46,RLV,2.0,0.3333333333333333,0.6533333333333333,0.38
46,RLV,4.0,0.19333333333333333,0.32,0.32666666666666666
46,Healthcare,0.25,0.86,0.8866666666666667,0.86
46,Healthcare,0.5,0.8466666666666667,0.8666666666666667,0.8333333333333334
46,Healthcare,1.0,0.7066666666666667,0.86,0.72
46,Healthcare,2.0,0.3,0.6266666666666667,0.32
46,Healthcare,4.0,0.29333333333333333,0.36666666666666664,0.30666666666666664
47,RLV,0.25,0.84,0.8933333333333333,0.8533333333333334
47,RLV,0.5,0.8133333333333334,0.8933333333333333,0.8733333333333333
47,RLV,1.0,0.6933333333333334,0.8333333333333334,0.7066666666666667
47,RLV,2.0,0.22666666666666666,0.6666666666666666,0.23333333333333334
47,RLV,4.0,0.18666666666666668,0.3466666666666667,0.25333333333333335
47,Healthcare,0.25,0.8933333333333333,0.94,0.9
47,Healthcare,0.5,0.8933333333333333,0.9,0.88
47,Healthcare,1.0,0.72,0.8933333333333333,0.6666666666666666
47,Healthcare,2.0,0.36,0.7066666666666667,0.36666666666666664
47,Healthcare,4.0,0.26,0.31333333333333335,0.26666666666666666
48,RLV,0.25,0.8933333333333333,0.9,0.8933333333333333
48,RLV,0.5,0.84,0.8933333333333333,0.88
48,RLV,1.0,0.7066666666666667,0.8133333333333334,0.6466666666666666
48,RLV,2.0,0.4533333333333333,0.6066666666666667,0.36666666666666664
48,RLV,4.0,0.3333333333333333,0.36666666666666664,0.23333333333333334
48,Healthcare,0.25,0.8733333333333333,0.92,0.88
48,Healthcare,0.5,0.8666666666666667,0.88,0.86
48,Healthcare,1.0,0.72,0.8333333333333334,0.66
48,Healthcare,2.0,0.36,0.6,0.3333333333333333
48,Healthcare,4.0,0.26666666666666666,0.32,0.24
49,RLV,0.25,0.8,0.8533333333333334,0.8666666666666667
49,RLV,0.5,0.82,0.8266666666666667,0.86
49,RLV,1.0,0.6866666666666666,0.8333333333333334,0.6933333333333334
49,RLV,2.0,0.36666666666666664,0.6133333333333333,0.29333333333333333
49,RLV,4.0,0.25333333333333335,0.30666666666666664,0.24
49,Healthcare,0.25,0.8733333333333333,0.92,0.92
49,Healthcare,0.5,0.8533333333333334,0.9066666666666666,0.8933333333333333
49,Healthcare,1.0,0.68,0.82,0.5933333333333334
49,Healthcare,2.0,0.4266666666666667,0.6,0.38666666666666666
49,Healthcare,4.0,0.24666666666666667,0.34,0.24
