arm,k,domain,A_triad,TS_mean,SR_mean,Rel_mean,genesis_rmsd_vs_ref,Ag_agreement_vs_ref
mlp2_tanh,1,Healthcare,0.7274852498269019,0.917209358483652,0.853,0.8509375256427353,0.1130781006262592,0.8841530054644808
mlp1_s009,1,RLV,0.7276118502104271,0.9178280069213692,0.9100833333333332,0.8765517981012857,0.0452144245997909,0.9601328903654484
mlp1_s009,1,Healthcare,0.7002999282318888,0.91671571053985,0.8517500000000001,0.8423281846288273,0.0428922498540953,0.946448087431694
mlp1_s036,1,RLV,0.7603958244944736,0.91792932489058,0.8379166666666668,0.8511328999116773,0.0840135783222646,0.9102990033222592
mlp1_s036,1,Healthcare,0.6328249907802669,0.912531051250677,0.7128333333333333,0.756240464256716,0.0825957161672606,0.8655737704918033
mlp1_r1,1,RLV,0.7417741441819601,0.9182161921282463,0.901,0.8752670642082165,0.0199990439390298,0.97452934662237
mlp1_r1,1,Healthcare,0.6872108465760055,0.9158312237559612,0.8259166666666666,0.8270319384021542,0.0182992230568416,0.9846994535519126
mlp1_r4,1,RLV,0.7425817330370533,0.9182813650505692,0.9006666666666666,0.8755886327831485,0.0238683860756256,0.9789590254706534
mlp1_r4,1,Healthcare,0.6766608963364619,0.9149204103494536,0.8024166666666668,0.8166359697100566,0.0286416292612699,0.9628415300546448
attn1,1,RLV,0.7174367167221134,0.9174196392283316,0.9001666666666667,0.8697494885021889,0.1017218222376846,0.921373200442968
attn1,1,Healthcare,0.7073201487180011,0.9168534059152158,0.8606666666666666,0.8500958330402572,0.0802585080254588,0.9005464480874317
mlp1_tanh_s018_r2,2,RLV,0.6677176342494701,0.916625930408407,0.8529166666666668,0.8367756902501651,0.0,1.0
mlp1_tanh_s018_r2,2,Healthcare,0.7224003054728879,0.913710103868692,0.8021666666666667,0.8236717938304285,0.0,1.0
mlp1_relu,2,RLV,0.6800939010959116,0.9173192260359814,0.8568333333333333,0.842429642269135,0.0476004418053097,0.9675977653631284
mlp1_relu,2,Healthcare,0.7215492391276186,0.9139442372592196,0.828,0.8396844625758745,0.0696516537877165,0.9147286821705426
mlp2_tanh,2,RLV,0.7016744644793649,0.9185315362544564,0.9040833333333332,0.8698566041064422,0.072819637851943,0.9273743016759776
mlp2_tanh,2,Healthcare,0.7171452199150078,0.9143350168774425,0.8220833333333334,0.8339597215083842,0.0722761343313416,0.9069767441860463
mlp1_s009,2,RLV,0.6849388426227283,0.9173267998674658,0.8766666666666667,0.8554769688813502,0.0402856324742611,0.96536312849162
mlp1_s009,2,Healthcare,0.7224258320572448,0.9140598696209266,0.826,0.8367167834850155,0.0347300600800021,0.955703211517165
mlp1_s036,2,RLV,0.6224417495796178,0.913981917404988,0.7584166666666667,0.7779342561856063,0.0783650436820879,0.8893854748603351
mlp1_s036,2,Healthcare,0.7184068225908696,0.912088420902474,0.7520833333333334,0.8005359271058774,0.0657539853394176,0.9313399778516056
mlp1_r1,2,RLV,0.6712064283186004,0.9168253925464384,0.8515,0.8407438309422,0.0179367362676784,0.9899441340782122
mlp1_r1,2,Healthcare,0.7243877550775385,0.9140045645986784,0.81025,0.8268052327721667,0.0210067851281809,0.9867109634551496
mlp1_r4,2,RLV,0.6722048435799325,0.9167890413272688,0.8508333333333334,0.8374524158048504,0.026935977037847,0.9854748603351956
mlp1_r4,2,Healthcare,0.725886154979769,0.9138434454486276,0.8082499999999999,0.8290617493230852,0.0447354391309537,0.9634551495016612
attn1,2,RLV,0.6978761236924109,0.9175478292751936,0.8823333333333333,0.8616003315362019,0.0719274992811523,0.9340782122905028
attn1,2,Healthcare,0.7156358623777347,0.9137359397808928,0.8145,0.8363971291144242,0.0799343361840628,0.893687707641196
mlp1_tanh_s018_r2,3,RLV,0.6458265995879855,0.9103135483260726,0.8210833333333334,0.811424216079084,0.0,1.0
mlp1_tanh_s018_r2,3,Healthcare,0.7435859585140664,0.9184286916086054,0.865,0.8616717590101463,0.0,1.0
mlp1_relu,3,RLV,0.6553852497934419,0.910604098534724,0.82475,0.8156492148109191,0.0157367501074679,0.9934569247546348
mlp1_relu,3,Healthcare,0.7312903256973377,0.9178382670825666,0.8668333333333333,0.8586674383528657,0.0461701280725948,0.9588744588744588
mlp2_tanh,3,RLV,0.7059022547455531,0.9134662338572306,0.8615833333333334,0.8479402062330864,0.076200611968878,0.935659760087241
mlp2_tanh,3,Healthcare,0.730758679244797,0.9173920418820584,0.8519999999999999,0.8564322480603792,0.062519078096195,0.9383116883116884
mlp1_s009,3,RLV,0.6730154595837488,0.9121864281240548,0.8585833333333333,0.8375588462477965,0.0391896967055018,0.9563794983642312
mlp1_s009,3,Healthcare,0.7329564060952238,0.9181364944937934,0.8775,0.8648946312641916,0.0290544847650828,0.9632034632034632
mlp1_s036,3,RLV,0.5896397997144452,0.9057054983623396,0.7035833333333333,0.7346310921269094,0.0777109473946355,0.8647764449291166
mlp1_s036,3,Healthcare,0.7569147555815027,0.9183578654175192,0.8264166666666665,0.8525808530848807,0.054978615685183,0.935064935064935
mlp1_r1,3,RLV,0.6392157877435559,0.9102322033996048,0.8175,0.8081211623347354,0.0186523463876498,0.9858233369683752
mlp1_r1,3,Healthcare,0.7396482147974859,0.9180426151434304,0.8725,0.8603858756533675,0.0310962740160395,0.961038961038961
mlp1_r4,3,RLV,0.643594298844298,0.9109940603566145,0.8285833333333333,0.8106738644161343,0.0343306133138979,0.965103598691385
