CL_lev,CL_bal,CKA_dna_rna,CKA_rna_case,CKA_dna_case,domain,tau_lev,tau_bal,Coh
0.7149889986656441,0.834083877554196,0.7394248223627725,0.6421062389038824,0.7698341332130119,RLV,0.7,0.8,1
0.7536195972272723,0.8693143297449974,0.7667823837932353,0.6965954460994952,0.8013159593306518,Healthcare,0.7,0.8,1
