domain,n_released,margin_median,within_005,agreement_analytic_vs_shapley,median_displacement_Speed,binding_share_Speed,shapley_top_share_Speed,median_displacement_Attention,binding_share_Attention,shapley_top_share_Attention,median_displacement_Density,binding_share_Density,shapley_top_share_Density,median_displacement_Environment,binding_share_Environment,shapley_top_share_Environment,median_displacement_AccessEscalationRate,binding_share_AccessEscalationRate,shapley_top_share_AccessEscalationRate,median_displacement_AuditCoverage,binding_share_AuditCoverage,shapley_top_share_AuditCoverage,median_displacement_ConcurrentRecordDensity,binding_share_ConcurrentRecordDensity,shapley_top_share_ConcurrentRecordDensity,median_displacement_AccessControlRegime,binding_share_AccessControlRegime,shapley_top_share_AccessControlRegime
RLV,676,0.09011906713037832,0.22041420118343194,0.27218934911242604,0.20024117656967821,0.19674556213017752,0.2973372781065089,0.20636493525524394,0.20266272189349113,0.20710059171597633,0.14273301356550716,0.41272189349112426,0.4245562130177515,0.1982460619949265,0.1878698224852071,0.07100591715976332,,,,,,,,,,,,
Healthcare,594,0.08048199801496858,0.24579124579124578,0.25084175084175087,,,,,,,,,,,,,0.17059588277628468,0.26262626262626265,0.3956228956228956,0.19019465117965692,0.20202020202020202,0.058922558922558925,0.15896869396864577,0.31986531986531985,0.17676767676767677,0.1796847512346315,0.21548821548821548,0.3686868686868687
