track_id,g_S,g_A,g_D,g_E,context_label
82,0.2985188590324849,0.9100420110550985,0.5,1.0,dense_day
83,0.267728139019094,0.9178785962555763,0.5,1.0,dense_day
84,0.2246624261067303,0.9605756675979068,0.3333333333333333,1.0,sparse_day
85,0.30671045339996084,0.9757842748297725,0.25,0.0,sparse_day
86,0.3101748487981461,0.9213021617157976,0.25,1.0,sparse_day
87,0.21637986691101022,0.651894653967211,0.16666666666666666,1.0,sparse_day
88,0.4407317593803359,0.9172368589827183,0.25,1.0,sparse_day
89,0.2033495953975251,0.9221313689819038,0.4166666666666667,1.0,sparse_day
90,0.18049768390018192,0.9852792205534154,0.3333333333333333,1.0,sparse_day
91,0.3300597923882523,0.9609078704886993,0.4166666666666667,1.0,sparse_day
92,0.20503196764213175,0.9216548130829784,0.5,0.0,dense_day
93,0.40711179406085096,0.8816413416453907,0.4166666666666667,1.0,sparse_day
94,0.15433334758232523,0.8766038058660953,0.16666666666666666,0.0,sparse_day
95,0.42106671153163583,0.9476359439604924,0.3333333333333333,1.0,sparse_day
96,0.15383562762658987,0.9181912256246645,0.16666666666666666,0.0,sparse_day
97,0.24498590241556378,0.9941185538650631,0.16666666666666666,0.0,sparse_day
98,0.1746775321217816,0.9782295725606003,0.25,0.12903225806451613,sparse_day
99,0.2084206116949474,0.9902705041614239,0.4166666666666667,1.0,sparse_day
100,0.3272779420997474,0.9744486064471775,0.25,1.0,sparse_day
101,0.35170267947906303,0.9572530816189868,0.5,0.0,dense_day
102,0.1704956220167923,0.9293782782211039,0.4166666666666667,1.0,sparse_day
103,0.4511907281110428,0.9298325879942712,0.5,1.0,dense_day
104,0.2985135800387711,0.9791314527632792,0.3333333333333333,1.0,sparse_day
105,0.6098200293360799,0.859934442803042,0.5,1.0,dense_day
106,0.22478193411659095,0.8779537802958365,0.4166666666666667,0.0,sparse_day
107,0.043314385666817765,0.8852111230381142,0.5,0.0,dense_day
108,0.27407335083410306,0.8605103822963174,0.5833333333333334,0.0,dense_day
109,0.18794529721043657,0.9846984233508974,0.5,1.0,dense_day
110,0.2980902240944975,0.976262224548691,0.5833333333333334,1.0,dense_day
111,0.17991644397019027,0.9420328993863868,0.4166666666666667,1.0,sparse_day
112,0.19090927945115957,0.9883938939584932,0.5833333333333334,0.0,dense_day
113,0.2821301435949104,0.9145738405685031,0.5,1.0,dense_day
114,0.36631450549560446,0.9111003570285996,0.4166666666666667,0.0,sparse_day
115,0.3239080931085849,0.8815548607029183,0.4166666666666667,1.0,sparse_day
116,0.26389906951605685,0.8797695484134797,0.6666666666666666,0.0,dense_day
117,0.23706064923651207,0.9595938338899087,0.3333333333333333,1.0,sparse_day
118,0.6302887300414198,0.98248859453368,0.6666666666666666,1.0,dense_day
119,0.28002501233433985,0.91948630638687,0.3333333333333333,0.8387096774193549,sparse_day
120,0.31432840421288116,0.986462765991395,0.08333333333333333,1.0,sparse_day
121,0.23456972326410755,0.9642569391234076,0.5,0.0,dense_day
122,0.10929425405577131,0.8193633394675904,0.3333333333333333,0.0,sparse_day
123,0.49756814723072157,0.9354514335663735,1.0,1.0,dense_day
124,0.5142914625087729,0.9574982572731715,1.0,1.0,dense_day
125,0.3144264042304144,0.9282409563954925,0.5833333333333334,1.0,dense_day
126,0.2534378921807582,0.8999278746939278,0.25,1.0,sparse_day
127,0.2893992952146457,0.9386664281313721,0.5,1.0,dense_day
128,0.34802370581826214,0.96561775454281,0.3333333333333333,1.0,sparse_day
129,0.4623445076555692,0.8980495792441456,0.8333333333333334,1.0,dense_day
130,0.26081333998796,0.9295719485823961,0.3333333333333333,1.0,sparse_day
131,0.530199583437401,0.9743967292247387,0.5,1.0,dense_day
132,0.23766848094084336,0.8201456104045923,0.25,0.0,sparse_day
133,0.3081393873148725,0.9209620192387237,0.4166666666666667,1.0,sparse_day
134,0.23237342389931986,0.9254682640841665,0.9166666666666666,1.0,dense_day
135,0.18212014409887697,0.7896000931430996,0.8333333333333334,1.0,dense_day
136,0.23247059335250908,0.9025659138478221,0.4166666666666667,1.0,sparse_day
137,0.18520512799150823,0.8663263118097719,0.75,1.0,dense_day
138,0.15266224592114375,0.8001800985612393,0.5833333333333334,1.0,dense_day
139,0.43244653524800275,0.8941019940371141,0.75,1.0,dense_day
140,0.3095642131230271,0.8115173370885344,0.5833333333333334,1.0,dense_day
141,0.41297525904786986,0.9078087235772601,0.5833333333333334,1.0,dense_day
142,0.2761563854002107,0.9800487701460489,0.3333333333333333,0.6774193548387096,sparse_day
143,0.28877656474945146,0.8362056333054386,0.6666666666666666,0.0,dense_day
144,0.4478950568254521,0.9864984968489926,0.9166666666666666,1.0,dense_day
145,0.31099648770985444,0.9076349682158187,0.4166666666666667,0.0,sparse_day
146,0.3593902021761559,0.9723001895922733,0.6666666666666666,1.0,dense_day
