domain,n_seeds,tightening,revoke_rate_mean,revoke_rate_sd,revoke_rate_ci_lo,revoke_rate_ci_hi,regeneration_success_rate_mean,regeneration_success_rate_sd,regeneration_success_rate_ci_lo,regeneration_success_rate_ci_hi,random_redraw_success_rate_mean,random_redraw_success_rate_sd,random_redraw_success_rate_ci_lo,random_redraw_success_rate_ci_hi,SR_discard_mean,SR_discard_sd,SR_discard_ci_lo,SR_discard_ci_hi,GC_discard_mean,GC_discard_sd,GC_discard_ci_lo,GC_discard_ci_hi,SR_regenerate_mean,SR_regenerate_sd,SR_regenerate_ci_lo,SR_regenerate_ci_hi,Rel_baseline_mean,Rel_baseline_sd,Rel_baseline_ci_lo,Rel_baseline_ci_hi,Rel_discard_mean,Rel_discard_sd,Rel_discard_ci_lo,Rel_discard_ci_hi,Rel_regenerate_mean,Rel_regenerate_sd,Rel_regenerate_ci_lo,Rel_regenerate_ci_hi,Rel_gap_regen_minus_discard_mean,Rel_gap_regen_minus_discard_sd,Rel_gap_regen_minus_discard_ci_lo,Rel_gap_regen_minus_discard_ci_hi,pooled_n_gen1,pooled_n_revoked,pooled_revoke_rate,pooled_revoke_cp_lo,pooled_revoke_cp_hi,pooled_n_regen_ok,pooled_regen_rate,pooled_regen_cp_lo,pooled_regen_cp_hi,pooled_n_redraw_ok,pooled_redraw_rate,pooled_redraw_cp_lo,pooled_redraw_cp_hi,min_revoked_per_seed
Healthcare,50,0.05,0.2962987002880655,0.0365774868598184,0.2864196581898088,0.3062349475728707,0.8833838209903422,0.0439041470295213,0.8713970671312024,0.8952973072576736,0.0501152790676673,0.0243830168203327,0.0434385747728,0.0568317305848663,0.7037012997119345,0.0365774868598184,0.6936585026299431,0.7137435249104571,0.7037012997119345,0.0365774868598184,0.6937924002585275,0.7135950367658874,0.965106666611447,0.0143188910468304,0.9611976358117518,0.9690871730377554,0.8998998585342535,0.0081487129616326,0.897656512630318,0.9021277306135176,0.7546822683366677,0.022047089227587,0.7486305975646711,0.7607796138508929,0.8919298371027851,0.0090296138972562,0.889422127083538,0.8943701264140552,0.1372475687661174,0.0180043053333441,0.13238358771217,0.1421969155485545,9776,2896,0.2962356792144026,0.2871952512334609,0.3053976453505325,2555,0.8822513812154696,0.8699521035821269,0.8937722018656685,148,0.0511049723756906,0.0433691640034203,0.0597628932604252,44
RLV,50,0.05,0.2951269759604434,0.0429614981585809,0.283488741679282,0.3068247751230636,0.8796229167833343,0.0437299170827207,0.8677249366053369,0.8917658890471347,0.047539242672325,0.0273908044644796,0.0401939637328241,0.054905182061062,0.7048730240395567,0.0429614981585809,0.6931695680293564,0.716539352827472,0.7048730240395567,0.0429614981585809,0.6930584039734021,0.7165554342815089,0.963932507765172,0.0150543118359873,0.9598411276989324,0.967953399277982,0.8953810707692036,0.0077400029290461,0.8932295327896256,0.8974875443253783,0.7514693887020834,0.0263216250886394,0.7440470489928463,0.7585372572331568,0.8871855358576718,0.009369784115503,0.8846249088479127,0.8897924473406918,0.1357161471555887,0.0207250605429252,0.1300857186119317,0.1414058110426,9850,2906,0.2950253807106599,0.2860299907011845,0.3041421100917818,2551,0.8778389538885065,0.8653789775277448,0.8895323575928402,139,0.0478320715760495,0.0403596510947428,0.056230885748575,42
