domain,rule,n_eval_datasets,xi,detection_mean,detection_ci_lo,detection_ci_hi,false_flag_mean,false_flag_ci_lo,false_flag_ci_hi,proceed_mean,proceed_ci_lo,proceed_ci_hi,context_review_mean,context_review_ci_lo,context_review_ci_hi,quarantine_repair_mean,quarantine_repair_ci_lo,quarantine_repair_ci_hi
Healthcare,xi_decl,40,0.03,0.8273580058886122,0.8186796445007499,0.8356146850658956,0.1181722855298886,0.1104708961309046,0.1261689482716357,0.7284791450564498,0.7201490778885932,0.737116932936656,0.019584814849608,0.0163235629913905,0.0229794540558023,0.0779767821405336,0.0723934007822057,0.0839247425163977
Healthcare,xi_fa5,40,0.0435930836411709,0.6617062106671716,0.6481231356073903,0.6741811293270458,0.0448659063572461,0.0405661397832392,0.0490643956029634,0.7890902305155382,0.7823396759069076,0.7961591992892679,0.0112261680954249,0.009187807631312,0.0133962665363238,0.0257243434356283,0.0230630550865381,0.0284998444189128
Healthcare,xi_youden,40,0.0296779448621553,0.8308471848561375,0.8220246647935513,0.8392761641936672,0.1208886360340391,0.1130539476595034,0.1290465666145224,0.7262342302586277,0.7177147705151283,0.7349915306508549,0.019836810251326,0.0165391524503875,0.0232895640165826,0.0799697015366378,0.0742801891534359,0.0858525941871349
RLV,xi_decl,40,0.03,0.7668250635703566,0.757934801271565,0.7754491621814539,0.1766237801552335,0.1656434089828811,0.1875005449440208,0.7058025488777316,0.6943967782596248,0.7172051767727715,0.0169446255062321,0.0148370347522306,0.0191611137970765,0.1336016608840169,0.1254582144480257,0.1416991524367611
RLV,xi_fa5,40,0.0456535860570422,0.5829566086817126,0.5722090303585784,0.5938567805184892,0.0673929379891298,0.061468331506922,0.0733205618244848,0.7991866393954433,0.7909618357757835,0.8073641258770434,0.0091981478289287,0.007736473409518,0.0106974106192755,0.0479640480436087,0.0439502982400776,0.05191192534087
RLV,xi_youden,40,0.0282814536340852,0.7852497722050504,0.7772937967064653,0.7928921094255783,0.1955763938599334,0.184214337956264,0.2071682439554532,0.6896519230260287,0.6780276664824638,0.7010862439140686,0.0180283171747613,0.0157774476225234,0.0204446489015033,0.1486685950671907,0.1397919407976852,0.157250020300939
